user_id,target_movie_id,ctr_score
6039,50,0.8771119
6039,240,0.87140876
6039,288,0.8668565
6039,104,0.86502934
6039,108,0.8599794
6039,299,0.857275
6039,298,0.8499637
6039,41,0.82932514
6039,257,0.8178477
6039,157,0.7839942
6039,95,0.7817936
6039,254,0.7618068
6039,119,0.7565492
6039,112,0.7340952
6039,32,0.72633326
6039,209,0.7260932
6039,34,0.7172257
6039,132,0.71457344
6039,52,0.7064864
6039,28,0.70527726
6039,282,0.6975306
6039,229,0.69477826
6039,217,0.66912603
6039,29,0.6659822
6039,117,0.6479384
6039,226,0.6366531
6039,94,0.63549495
6039,259,0.63507247
6039,285,0.6329722
6039,40,0.63053876
6039,171,0.6288929
6039,290,0.6277466
6039,241,0.6269209
6039,277,0.6091094
6039,1,0.6006097
6039,57,0.5972982
6039,79,0.5881212
6039,149,0.5876853
6039,47,0.57955295
6039,189,0.57939696
6039,25,0.5772483
6039,99,0.56713533
6039,194,0.5527424
6039,184,0.54686964
6039,36,0.5440586
6039,292,0.53109425
6039,107,0.5233156
6039,124,0.5219915
6039,266,0.5213365
6039,17,0.5152248
6039,210,0.5143599
6039,227,0.5135947
6039,162,0.510941
6039,121,0.48789972
6039,208,0.48690444
6039,275,0.48468646
6039,144,0.48142493
6039,145,0.48072758
6039,201,0.47933206
6039,89,0.47775903
6039,6,0.47685456
6039,258,0.47107586
6039,58,0.45145398
6039,51,0.4510815
6039,273,0.44775674
6039,71,0.43310606
6039,21,0.432049
6039,166,0.4271914
6039,178,0.4152312
6039,45,0.41126248
6039,223,0.4017985
6039,185,0.40010944
6039,16,0.39727888
6039,14,0.3908726
6039,80,0.3821727
6039,256,0.37923458
6039,81,0.37134844
6039,159,0.37073717
6039,142,0.36122757
6039,170,0.35785905
6039,291,0.35496423
6039,113,0.35355884
6039,39,0.35251254
6039,154,0.35164317
6039,97,0.34409037
6039,173,0.32837084
6039,262,0.32570267
6039,92,0.32195243
6039,68,0.32185078
6039,243,0.31925398
6039,26,0.31652173
6039,126,0.3143269
6039,175,0.30780354
6039,82,0.28751475
6039,206,0.28725177
6039,37,0.28380552
6039,247,0.28015772
6039,280,0.27843505
6039,200,0.27770373
6039,263,0.27357024
6039,109,0.27174634
6039,30,0.26928243
6039,182,0.2683379
6039,293,0.26759866
6039,192,0.26502857
6039,137,0.2632799
6039,125,0.2627247
6039,151,0.26256377
6039,72,0.26104254
6039,232,0.25771466
6039,103,0.25444824
6039,54,0.24972975
6039,67,0.24963242
6039,139,0.24763392
6039,120,0.24629131
6039,84,0.2450546
6039,146,0.24490535
6039,260,0.24137017
6039,179,0.23468201
6039,43,0.23258379
6039,66,0.23168291
6039,225,0.23056765
6039,106,0.22180495
6039,77,0.22075252
6039,294,0.21479014
6039,214,0.21251108
6039,218,0.20999454
6039,220,0.20970455
6039,129,0.20970455
6039,130,0.20970455
6039,123,0.20970455
6039,265,0.20054962
6039,56,0.19371635
6039,156,0.19087583
6039,102,0.18538755
6039,49,0.18520497
6039,61,0.18221734
6039,197,0.18109986
6039,35,0.18068708
6039,224,0.18013921
6039,11,0.17893593
6039,135,0.17847908
6039,158,0.17263989
6039,216,0.17102484
6039,296,0.16937268
6039,150,0.16916737
6039,138,0.16806458
6039,193,0.16763255
6039,239,0.16392766
6039,18,0.16308142
6039,289,0.15248759
6039,114,0.14654559
6039,161,0.14541918
6039,101,0.14525741
6039,255,0.13426375
6039,271,0.12900738
6039,183,0.12158088
6039,152,0.12111401
6039,245,0.11885595
6039,59,0.11702221
6039,211,0.11690087
6039,276,0.10487547
6039,22,0.10220091
6039,69,0.099677294
6039,286,0.09708753
6039,147,0.09469342
6039,143,0.09243664
6039,105,0.090537995
6039,33,0.08978102
6039,7,0.08914917
6039,278,0.08311829
6039,253,0.081171036
6039,281,0.07978857
6039,76,0.07978328
6039,246,0.07742771
6039,251,0.07712885
6039,85,0.07625361
6039,160,0.07592832
6039,62,0.07428715
6039,287,0.074222505
6039,140,0.074172325
6039,134,0.07186191
6039,10,0.06892477
6039,202,0.066806465
6039,96,0.06274911
6039,198,0.06273852
6039,231,0.060493432
6039,13,0.059827104
6039,236,0.0595503
6039,24,0.058292393
6039,187,0.05777596
6039,274,0.055808958
6039,213,0.05240593
6039,230,0.05016825
6039,272,0.04960706
6039,98,0.046180714
6039,219,0.04604813
6039,295,0.044055656
6039,196,0.04390356
6039,127,0.042204093
6039,163,0.04214341
6039,83,0.040036995
6039,177,0.039280295
6039,4,0.038924318
6039,75,0.03890977
6039,204,0.038282752
6039,233,0.037167873
6039,111,0.036691748
6039,267,0.036630854
6039,2,0.03483932
6039,205,0.034171022
6039,133,0.03345551
6039,242,0.032700747
6039,42,0.032376487
6039,3,0.031487476
6039,87,0.031404592
6039,235,0.031149544
6039,264,0.0310835
6039,212,0.029296612
6039,297,0.028311234
6039,284,0.027383657
